STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-01,5.82,,0.00,0.0,0.0,65,75,55,240,200,13.0,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-02,5.59,,0.00,0.0,0.0,62,67,54,220,220,13.0,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-03,7.83,,0.09,0.0,0.0,58,58,52,200,150,13.0,19.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-04,5.82,,0.00,0.0,0.0,57,72,51,230,220,12.1,16.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-05,5.82,,0.02,0.0,0.0,63,76,53,300,320,12.1,17.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-06,5.59,,0.05,0.0,0.0,64,74,60,250,220,13.0,16.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-07,5.59,,0.00,0.0,0.0,66,77,58,240,190,12.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-08,6.71,,0.00,0.0,0.0,67,77,60,40,30,15.0,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-09,6.49,,0.00,0.0,0.0,67,77,58,40,40,15.0,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-10,7.83,,0.00,0.0,0.0,65,75,58,20,250,13.0,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-11,9.84,,0.00,0.0,0.0,70,86,60,350,320,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-12,7.16,,0.00,0.0,0.0,74,85,59,10,20,14.1,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-13,7.83,,0.00,0.0,0.0,66,77,55,30,30,16.1,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-14,4.70,,0.00,0.0,0.0,65,80,53,30,360,12.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-15,8.72,,0.00,0.0,0.0,66,78,54,200,210,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-16,8.05,,0.00,0.0,0.0,66,71,60,20,200,13.0,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-17,4.92,,0.01,0.0,0.0,62,69,57,50,50,13.0,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-18,7.38,,0.01,0.0,0.0,61,74,54,20,360,14.1,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-19,9.84,,0.00,0.0,0.0,66,83,55,350,350,16.1,21.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-20,5.14,,0.00,0.0,0.0,71,84,59,40,40,12.1,15.0,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-21,6.93,,0.00,0.0,0.0,69,81,57,200,250,13.0,17.0,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-22,8.05,,0.00,0.0,0.0,65,72,57,260,250,13.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-23,5.59,,0.00,0.0,0.0,63,72,57,350,250,10.1,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-24,7.38,,0.00,0.0,0.0,67,84,56,340,340,21.0,29.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-25,8.50,,0.00,0.0,0.0,74,87,62,20,360,14.1,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-26,5.14,,0.00,0.0,0.0,78,94,65,290,300,12.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-27,6.04,,0.00,0.0,0.0,77,91,61,280,290,8.9,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-28,5.82,,0.00,0.0,0.0,76,94,61,350,10,16.1,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-29,5.59,,0.00,0.0,0.0,78,95,63,360,20,15.0,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-30,5.59,,0.00,0.0,0.0,79,95,63,340,320,13.0,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-07-31,5.37,,0.00,0.0,0.0,80,95,65,360,300,10.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-01,7.83,,0.00,0.0,0.0,74,81,61,240,190,14.1,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-02,6.93,,0.00,0.0,0.0,66,77,58,230,260,13.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-03,9.40,,0.00,0.0,0.0,64,74,53,230,240,18.1,25.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-04,12.30,,0.00,0.0,0.0,63,70,58,20,20,18.1,25.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-05,10.74,,0.00,0.0,0.0,64,76,55,350,350,16.1,23.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-06,7.38,,0.00,0.0,0.0,69,84,56,360,10,17.0,23.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-07,7.61,,0.00,0.0,0.0,74,90,61,340,20,13.0,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-08,6.26,,0.00,0.0,0.0,76,91,61,330,340,14.1,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-09,4.70,,0.00,0.0,0.0,67,79,59,260,250,10.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-10,6.49,,0.03,0.0,0.0,66,70,59,250,240,14.1,21.0,1,,1,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-11,4.92,,0.00,0.0,0.0,66,81,58,300,290,12.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-12,8.72,,0.00,0.0,0.0,67,78,56,220,230,17.0,25.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-13,8.05,,0.00,0.0,0.0,67,75,60,210,200,15.0,21.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-14,6.71,,0.00,0.0,0.0,67,82,59,360,50,12.1,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-15,4.47,,0.00,0.0,0.0,70,84,58,30,270,10.1,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-16,6.93,,0.00,0.0,0.0,68,83,58,30,30,14.1,19.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-17,8.05,,0.00,0.0,0.0,74,90,63,20,340,14.1,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-18,5.37,,0.00,0.0,0.0,78,87,68,300,50,12.1,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-19,7.38,,0.02,0.0,0.0,74,79,63,230,200,14.1,19.0,,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-20,6.71,,0.00,0.0,0.0,68,77,62,200,210,10.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-21,4.70,,0.00,0.0,0.0,68,81,62,270,240,12.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-22,4.47,,0.00,0.0,0.0,70,84,59,360,10,10.1,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-23,6.71,,0.00,0.0,0.0,67,81,57,350,350,18.1,27.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-24,6.26,,0.00,0.0,0.0,72,87,59,360,330,14.1,23.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-25,5.59,,0.00,0.0,0.0,75,89,60,200,200,13.0,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-26,9.62,,0.00,0.0,0.0,67,72,60,220,230,14.1,21.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-27,8.50,,0.00,0.0,0.0,63,70,57,240,210,16.1,21.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-28,6.71,,0.00,0.0,0.0,62,77,53,340,10,14.1,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-29,9.17,,0.00,0.0,0.0,68,85,56,350,350,17.0,21.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-30,8.05,,0.00,0.0,0.0,75,90,62,350,350,14.1,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-08-31,6.71,,0.00,0.0,0.0,75,85,60,240,240,16.1,21.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-01,5.37,,0.00,0.0,0.0,65,79,58,220,10,10.1,13.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-02,5.82,,0.00,0.0,0.0,66,80,56,220,220,14.1,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-03,6.93,,0.06,0.0,0.0,64,74,57,140,170,13.0,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-04,8.05,,0.01,0.0,0.0,66,76,57,250,260,16.1,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-05,7.16,,0.00,0.0,0.0,64,75,55,340,340,16.1,23.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-06,8.50,,0.00,0.0,0.0,65,80,54,30,30,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-07,7.61,,0.00,0.0,0.0,68,78,58,10,30,16.1,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-08,8.72,,0.00,0.0,0.0,64,73,52,360,350,21.0,25.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-09,16.11,,0.00,0.0,0.0,64,78,55,10,30,25.1,33.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-10,11.18,,0.00,0.0,0.0,71,92,58,30,30,21.9,25.9,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-11,7.83,,0.00,0.0,0.0,71,72,60,150,260,15.0,18.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-12,4.92,,0.00,0.0,0.0,65,72,60,280,260,12.1,17.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-13,3.80,,0.00,0.0,0.0,65,69,59,250,20,8.9,13.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-14,4.03,,0.00,0.0,0.0,64,70,58,20,50,12.1,14.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-15,4.92,,0.00,0.0,0.0,62,69,57,10,10,8.9,13.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-16,6.93,,0.15,0.0,0.0,59,69,54,60,60,14.1,19.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-17,9.17,,0.00,0.0,0.0,59,68,51,10,10,18.1,25.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-18,11.41,,0.00,0.0,0.0,60,74,55,20,30,19.9,25.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-19,6.04,,0.00,0.0,0.0,63,77,49,40,360,15.0,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-20,11.86,,0.00,0.0,0.0,66,78,55,350,10,18.1,25.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-21,5.82,,0.00,0.0,0.0,65,77,50,20,10,15.0,21.9,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-22,12.08,,0.00,0.0,0.0,62,70,54,210,210,21.9,30.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-23,5.37,,0.00,0.0,0.0,61,69,55,170,170,13.0,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-24,6.71,,0.00,0.0,0.0,62,75,51,20,30,15.0,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-25,7.61,,0.00,0.0,0.0,64,80,53,360,30,14.1,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-26,3.36,,0.00,0.0,0.0,66,82,55,30,20,14.1,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-27,5.82,,0.00,0.0,0.0,66,76,53,210,210,15.0,19.9,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-28,5.37,,0.03,0.0,0.0,58,65,54,130,140,13.0,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-29,6.04,,0.00,0.0,0.0,61,70,56,10,350,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-09-30,7.83,,0.00,0.0,0.0,60,70,53,40,50,13.0,18.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-01,9.62,,0.00,0.0,0.0,64,78,54,340,20,16.1,21.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-02,4.25,,0.00,0.0,0.0,66,80,55,20,30,14.1,18.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-03,3.13,,0.00,0.0,0.0,65,78,53,290,310,8.1,12.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-04,5.37,,0.00,0.0,0.0,59,64,53,210,220,10.1,13.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-05,3.80,,0.00,0.0,0.0,58,64,53,50,20,8.1,13.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-06,5.59,,0.00,0.0,0.0,59,74,53,10,20,14.1,18.1,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-07,3.80,,0.00,0.0,0.0,63,77,53,10,10,8.9,13.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-08,3.58,,0.00,0.0,0.0,64,77,53,10,280,12.1,17.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-09,3.80,,0.00,0.0,0.0,62,74,51,30,20,10.1,15.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-10,5.82,,0.01,0.0,0.0,61,69,51,40,30,17.0,21.9,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-11,5.82,,0.00,0.0,0.0,58,68,48,30,270,10.1,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-12,8.28,,0.00,0.0,0.0,58,69,49,30,20,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-13,4.03,,0.00,0.0,0.0,58,75,48,20,10,8.9,13.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-14,4.92,,0.00,0.0,0.0,60,73,48,20,40,14.1,16.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-15,9.40,,0.00,0.0,0.0,62,77,54,360,10,16.1,21.9,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-16,6.49,,0.00,0.0,0.0,70,88,55,200,190,15.0,18.1,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-17,5.37,,0.00,0.0,0.0,59,67,52,140,240,12.1,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-18,3.13,,0.00,0.0,0.0,57,68,47,30,20,8.1,14.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-19,4.70,,0.00,0.0,0.0,56,67,48,360,20,12.1,17.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-20,4.25,,0.00,0.0,0.0,55,63,48,210,210,12.1,17.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-21,8.28,,0.31,0.0,0.0,52,53,46,230,230,19.9,25.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-22,4.92,,0.41,0.0,0.0,47,50,43,160,90,10.1,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-23,5.82,,0.00,0.0,0.0,46,55,41,180,180,12.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-24,8.95,,0.10,0.0,0.0,50,57,45,230,220,18.1,28.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-25,11.86,,0.47,0.0,0.0,49,51,45,180,170,21.0,32.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-26,8.72,,0.00,0.0,0.0,46,53,41,180,190,16.1,25.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-27,13.65,,0.00,0.0,0.0,52,59,49,200,190,23.9,32.0,,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-28,7.16,,0.28,0.0,0.0,54,57,47,250,250,21.0,28.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-29,6.93,,0.00,0.0,0.0,50,56,43,180,180,13.0,17.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-30,13.20,,0.29,0.0,0.0,52,56,50,190,190,23.0,32.0,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-10-31,9.62,,0.64,0.0,0.0,53,54,46,200,210,23.9,36.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-01,4.92,,0.13,0.0,0.0,47,51,41,170,170,14.1,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-02,5.82,,0.05,0.0,0.0,43,46,38,220,200,12.1,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-03,7.83,,0.29,0.0,0.0,41,44,37,150,150,17.0,25.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-04,18.57,,0.21,0.0,0.0,48,57,42,220,210,32.0,51.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-05,10.74,,0.00,0.0,0.0,49,51,41,220,220,21.0,31.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-06,8.95,,0.76,0.0,0.0,43,45,38,130,130,25.1,35.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-07,6.93,,0.23,0.0,0.0,40,45,37,360,290,14.1,21.9,1,,1,1,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-08,18.12,,0.00,0.0,0.0,39,43,35,20,30,25.9,33.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-09,6.93,,0.00,0.0,0.0,38,45,32,20,40,15.0,19.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-10,3.13,,0.00,0.0,0.0,40,46,35,50,60,8.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-11,7.16,,0.00,0.0,0.0,42,49,37,80,80,18.1,21.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-12,5.37,,0.00,0.0,0.0,42,50,33,40,70,8.9,17.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-13,6.71,,0.00,0.0,0.0,41,49,35,20,100,14.1,19.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-14,10.96,,0.00,0.0,0.0,42,52,36,20,10,17.0,21.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-15,7.83,,0.00,0.0,0.0,43,54,34,20,20,14.1,16.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-16,6.49,,0.00,0.0,0.0,41,51,31,30,30,13.0,16.1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-17,14.54,,0.00,0.0,0.0,43,51,36,90,80,25.9,40.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-18,7.83,,0.00,0.0,0.0,42,51,30,60,100,15.0,21.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-19,6.26,,0.00,0.0,0.0,40,50,31,10,270,12.1,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-20,2.01,,0.00,0.0,0.0,40,52,32,100,60,6.9,10.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-21,3.58,,0.00,0.0,0.0,44,48,39,120,150,8.9,13.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-22,7.38,,1.20,0.0,0.0,46,49,44,160,170,15.0,19.9,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-23,3.80,,0.00,0.0,0.0,48,53,41,180,180,10.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-24,4.92,,0.00,0.0,0.0,44,52,36,110,120,14.1,17.0,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-25,9.84,,0.66,0.0,0.0,47,46,37,20,20,25.1,32.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-26,10.74,,0.16,0.0,0.0,39,45,34,180,190,29.1,44.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-27,12.30,,0.17,0.0,0.0,44,47,39,190,230,25.9,36.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-28,6.71,,0.02,0.0,0.0,39,40,33,360,350,16.1,23.0,1,,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-29,8.05,,1.05,0.9,0.0,34,39,30,130,60,18.1,28.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-11-30,9.17,,0.56,0.2,0.0,38,41,29,180,180,21.0,30.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-01,6.49,,0.02,0.4,0.0,33,37,28,350,330,17.0,23.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-02,8.95,,0.20,0.3,0.0,32,39,27,120,80,17.0,23.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-03,11.63,,0.32,2.6,2.0,37,43,33,80,70,21.0,27.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-04,7.61,,0.31,0.1,1.2,35,38,32,10,10,17.0,21.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-05,3.58,,0.00,0.0,0.0,36,41,35,20,30,8.9,19.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-06,6.26,,0.04,0.0,0.0,38,42,36,170,180,13.0,15.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-07,7.61,,0.01,0.0,0.0,41,45,38,210,200,16.1,21.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-08,9.17,,0.10,0.0,0.0,42,43,37,210,230,16.1,25.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-09,9.62,,0.71,0.0,0.0,40,43,36,120,80,19.9,25.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-10,8.95,,0.30,0.0,0.0,42,46,40,110,100,15.0,23.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-11,4.92,,0.04,0.0,0.0,43,45,39,40,20,15.0,18.1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-12,4.25,,0.18,0.0,0.0,42,43,38,60,30,8.9,16.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-13,2.01,,0.00,0.0,0.0,39,43,32,60,60,6.9,8.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-14,7.61,,0.00,0.0,0.0,40,43,35,20,20,15.0,19.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-15,11.41,,0.00,0.0,0.0,37,41,30,40,20,17.0,23.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-16,4.70,,0.00,0.0,0.0,35,44,28,40,30,10.1,16.1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-17,8.05,,0.14,0.0,0.0,34,40,30,190,180,17.0,21.9,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-18,13.42,,0.02,0.2,0.0,39,42,31,220,210,25.9,38.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-19,4.92,,0.04,0.2,0.0,32,35,30,110,70,12.1,19.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-20,9.17,,0.66,0.6,1.2,34,42,29,20,190,19.9,27.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-21,11.18,,0.00,0.3,1.2,28,30,20,10,360,21.0,25.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-22,13.42,,0.00,0.0,1.2,21,26,18,80,80,28.0,36.0,,,,,,1,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2022-12-23,9.40,,0.35,0.0,0.0,26,39,23,120,120,19.9,29.1,1,1,,,,1,
